community,year,BATTERY,HOMICIDE,OFFENSE INVOLVING CHILDREN,NARCOTICS,PROSTITUTION,INTERFERENCE WITH PUBLIC OFFICER,MOTOR VEHICLE THEFT,BURGLARY,GAMBLING,HUMAN TRAFFICKING,DECEPTIVE PRACTICE,CRIM SEXUAL ASSAULT,ARSON,WEAPONS VIOLATION,NON-CRIMINAL,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,NON-CRIMINAL (SUBJECT SPECIFIED),ASSAULT,CRIMINAL TRESPASS,ROBBERY,KIDNAPPING,OTHER NARCOTIC VIOLATION,NON - CRIMINAL,STALKING,OBSCENITY,LIQUOR LAW VIOLATION,OTHER OFFENSE,SEX OFFENSE,CRIMINAL DAMAGE,THEFT,INTIMIDATION,CONCEALED CARRY LICENSE VIOLATION,name,price_nx_yr
39,2014,235,1,12,94,1,1,68,78,0,0,123,4,0,12,0,0,7,0,88,37,87,0,0,0,0,0,0,98,3,140,411,0,0,kenwood,108.76666670000002
39,2015,252,5,12,58,0,1,74,56,0,0,113,7,2,16,0,0,7,0,89,36,82,0,0,0,0,0,0,98,7,148,307,0,0,kenwood,117.43333329999999
39,2016,270,3,6,11,0,0,57,83,0,0,120,12,2,7,0,0,2,0,114,33,80,0,0,0,0,0,0,96,7,167,339,2,0,kenwood,126.06666670000001
39,2017,254,4,11,8,0,1,67,54,0,0,127,11,0,11,1,0,4,0,126,36,102,2,0,0,2,2,0,115,7,180,406,0,0,kenwood,131.875
39,2018,262,1,7,12,0,2,71,55,0,0,127,9,3,8,0,0,5,0,118,46,61,0,0,0,0,1,0,103,6,186,370,4,0,kenwood,117.3
40,2011,851,9,22,569,63,10,210,313,22,0,60,22,4,75,0,0,24,0,256,146,177,3,0,0,0,0,0,225,10,415,521,1,0,washington park,22.48181818
40,2012,820,13,26,371,30,9,186,251,14,0,58,11,6,65,0,1,33,0,242,101,154,3,0,0,0,0,2,184,5,374,511,0,0,washington park,25.83333333
40,2013,761,2,28,421,28,15,131,195,19,0,65,16,3,44,0,0,25,0,243,95,209,1,0,0,0,0,2,186,11,310,565,0,0,washington park,28.38333333
40,2014,697,4,28,290,6,13,111,187,6,0,99,16,0,33,0,0,31,0,224,83,163,1,0,0,2,2,2,182,7,283,471,1,0,washington park,36.46666667
40,2015,690,4,27,154,0,10,81,203,3,1,103,12,4,44,0,0,22,0,232,62,124,0,0,0,1,1,4,179,12,390,405,0,0,washington park,36.19166667
40,2016,681,11,19,97,0,4,97,175,2,0,112,12,1,41,0,0,23,0,224,61,173,2,0,0,1,0,1,186,6,345,430,2,0,washington park,50.31666667
40,2017,713,12,29,50,2,16,115,135,0,0,110,18,6,55,0,0,20,0,250,54,165,4,0,0,1,4,0,183,6,356,422,1,0,washington park,53.29166667
40,2018,678,10,26,53,4,14,100,97,5,0,103,14,2,65,0,0,17,0,276,57,102,1,0,0,5,0,0,218,4,487,460,2,0,washington park,52.0
41,2011,233,1,13,114,0,3,129,167,2,0,117,7,2,4,0,0,5,0,100,41,104,2,0,0,3,1,3,137,12,217,744,0,0,hyde park,136.3545455
41,2012,225,0,26,43,0,1,93,135,2,0,118,14,0,5,0,1,5,0,119,45,100,1,0,0,1,0,2,88,8,223,665,0,0,hyde park,140.66666669999998
41,2013,191,2,10,34,1,0,80,142,3,0,97,14,1,5,0,0,9,0,93,51,77,0,0,0,1,0,0,86,3,150,619,1,0,hyde park,138.9
41,2014,172,3,7,17,0,0,62,111,0,0,134,8,0,4,0,0,5,0,59,26,78,0,0,0,2,0,0,86,9,136,501,0,0,hyde park,148.94166669999998
41,2015,194,0,12,15,0,2,87,86,1,0,135,14,0,3,0,1,7,0,78,33,92,0,0,0,2,0,0,98,12,157,487,0,0,hyde park,156.16666669999998
41,2016,168,2,10,9,0,2,73,166,0,0,186,8,1,5,0,0,10,0,72,43,94,0,0,0,2,0,1,113,7,216,572,1,0,hyde park,173.85
41,2017,209,1,14,7,0,1,64,103,0,0,179,23,1,5,0,0,7,0,96,24,98,0,0,0,0,0,2,123,7,135,623,2,0,hyde park,176.6
41,2018,213,4,16,10,0,1,64,103,0,1,195,21,0,6,0,0,8,0,102,34,111,1,0,0,6,2,2,103,7,288,661,2,0,hyde park,186.43333330000002
42,2011,1126,14,52,871,18,24,237,407,18,0,120,26,6,116,0,0,71,0,376,216,216,8,0,0,1,2,1,387,24,545,827,0,0,woodlawn,38.06363636
42,2012,1106,20,42,778,53,25,144,335,19,0,122,13,5,101,0,0,86,0,393,223,220,0,0,0,1,1,6,293,13,566,837,4,0,woodlawn,42.18333333
42,2013,994,8,42,550,27,23,115,312,25,0,128,23,6,78,0,0,68,0,329,154,225,8,0,0,6,0,3,385,11,450,779,2,0,woodlawn,50.325
42,2014,879,4,33,409,37,36,98,272,11,0,182,20,5,67,0,0,77,0,313,120,176,4,0,0,0,1,2,392,18,403,631,2,1,woodlawn,50.89166667
42,2015,813,8,38,254,8,28,118,281,4,0,157,12,8,84,0,0,48,0,274,86,171,3,0,0,0,0,0,335,15,443,565,1,0,woodlawn,68.975
42,2016,808,9,38,145,2,20,129,299,3,1,176,20,3,49,0,0,30,0,290,93,196,5,0,0,3,0,0,295,19,409,575,1,0,woodlawn,93.475
42,2017,856,14,44,121,1,31,121,318,0,0,159,20,4,76,0,0,26,0,342,82,206,4,0,0,3,1,1,304,10,497,598,2,0,woodlawn,114.61666670000001
42,2018,786,11,46,167,0,28,104,176,5,0,170,30,6,81,1,0,14,0,313,95,127,6,0,0,7,1,6,293,11,431,546,9,3,woodlawn,129.3
43,2011,2542,16,87,1189,52,16,627,1468,20,0,318,61,13,135,0,0,66,0,755,239,584,6,0,0,3,0,2,799,26,1156,1908,2,0,south shore,26.88181818
43,2012,2402,19,70,1145,88,39,397,1238,29,0,328,46,14,144,0,0,72,0,796,256,605,6,0,0,1,0,6,676,29,1304,1906,3,0,south shore,24.0
43,2013,2192,26,89,945,46,34,340,1045,15,0,336,43,11,136,1,0,71,0,714,215,452,5,0,0,5,1,4,738,23,1267,1836,3,0,south shore,28.29166667
43,2014,2024,15,86,846,26,42,277,689,13,0,424,56,12,125,0,0,80,0,651,247,380,5,0,0,4,0,6,751,30,993,1504,2,1,south shore,30.64166667
43,2015,2059,18,90,655,25,59,267,745,4,1,465,46,9,108,0,0,75,0,653,183,342,7,0,0,6,3,1,745,28,1026,1476,3,0,south shore,38.53333333
43,2016,1990,23,66,264,5,37,305,584,6,0,418,48,7,111,0,0,39,0,744,168,461,2,0,1,2,1,1,645,25,971,1266,3,0,south shore,49.88333333
43,2017,2156,33,88,237,7,43,317,566,2,0,481,58,10,174,0,0,28,0,781,197,466,7,0,0,9,5,5,654,24,985,1338,4,2,south shore,57.29166667
43,2018,2025,25,84,334,4,55,293,510,8,0,443,52,7,178,0,0,38,0,797,210,296,5,0,0,10,6,3,699,32,1049,1484,4,2,south shore,60.8
44,2011,1253,17,46,706,35,17,498,599,7,0,299,41,7,87,0,0,37,0,445,151,420,6,0,0,7,1,8,416,16,639,1544,3,0,chatham,36.63636364
44,2012,1297,15,54,675,14,35,332,420,7,0,388,41,8,117,0,1,48,0,455,161,473,5,0,0,4,1,2,339,10,717,1616,6,0,chatham,41.425
44,2013,1330,13,46,663,29,34,284,461,3,0,442,28,7,91,0,1,41,0,466,148,410,2,0,0,4,0,4,358,11,643,1636,1,0,chatham,45.76666667
44,2014,1177,14,47,489,6,30,216,383,8,0,401,29,5,102,0,0,50,0,404,152,288,7,1,0,5,0,5,322,8,613,1513,1,0,chatham,47.8
44,2015,1280,23,43,395,22,26,170,357,2,0,376,19,6,104,0,0,47,0,444,113,276,7,0,0,4,1,1,408,15,568,1335,1,1,chatham,53.76666667
44,2016,1338,19,57,237,0,27,237,382,2,0,375,22,11,65,0,0,27,0,471,146,320,11,0,0,7,0,0,416,13,712,1357,0,2,chatham,66.14166667
44,2017,1284,14,60,180,0,23,233,320,2,1,393,39,7,111,1,0,30,0,540,219,296,3,0,0,9,2,1,456,13,681,1485,4,0,chatham,69.725
44,2018,1344,15,50,265,0,27,187,258,6,0,374,36,8,170,1,1,26,0,560,173,243,0,0,0,7,1,0,443,17,703,1582,1,3,chatham,72.96666667
45,2011,347,3,13,76,0,1,118,159,1,0,71,9,0,20,0,0,19,0,152,36,136,2,0,0,2,0,0,119,5,189,478,2,0,avalon park,36.93636364
45,2012,340,0,9,80,0,1,89,131,3,0,78,8,1,24,0,0,19,0,130,20,115,2,0,0,1,0,2,102,5,192,453,0,0,avalon park,37.75833333
45,2013,294,5,12,91,2,3,76,126,4,0,72,7,0,31,0,0,21,0,128,24,81,0,0,0,0,0,1,109,2,176,376,1,0,avalon park,46.73333333
45,2014,286,1,11,118,0,6,61,75,0,0,74,13,5,20,0,0,21,0,112,31,90,1,0,0,2,0,0,95,3,146,328,2,0,avalon park,53.83333333
45,2015,274,2,15,91,0,7,59,88,1,0,72,10,4,30,0,0,12,0,124,25,65,1,0,0,0,0,1,117,2,159,231,0,0,avalon park,65.225
45,2016,277,6,14,53,0,6,53,88,0,0,82,8,4,33,0,0,15,0,121,27,65,1,0,0,1,0,1,99,2,157,198,1,0,avalon park,70.39166667
45,2017,281,4,12,15,0,2,58,77,0,0,77,8,5,25,0,0,11,0,118,29,65,1,0,0,0,1,0,94,9,150,242,0,0,avalon park,76.61666667
45,2018,252,4,12,29,0,6,47,58,0,0,62,8,1,40,0,0,7,0,120,28,37,0,0,0,0,1,0,88,7,154,199,1,1,avalon park,80.3
46,2011,1494,4,58,666,12,10,302,658,9,0,146,29,11,136,0,0,64,0,556,142,287,8,0,0,3,1,16,370,21,711,1051,2,0,south chicago,16.22727273
46,2012,1424,14,57,628,18,24,225,592,5,0,174,17,11,130,0,0,78,0,577,110,277,4,0,0,0,0,3,364,20,839,952,2,0,south chicago,16.94166667
46,2013,1256,14,63,559,19,33,199,550,6,0,184,31,11,84,0,0,78,0,446,104,244,5,0,0,1,0,3,375,22,682,857,4,0,south chicago,18.15
46,2014,1117,14,66,660,16,42,136,317,11,0,185,28,8,112,0,0,80,0,426,127,176,2,0,0,1,0,8,402,17,550,741,2,0,south chicago,24.58333333
46,2015,1178,12,72,444,4,50,140,316,7,0,191,24,12,99,0,0,68,0,404,131,171,7,0,0,6,0,3,450,12,564,720,3,0,south chicago,38.65833333
46,2016,1141,19,65,218,1,23,161,310,1,1,210,26,7,80,0,0,35,0,502,110,214,6,0,0,3,0,1,408,14,576,658,4,0,south chicago,34.03333333
46,2017,1097,20,64,169,3,33,181,249,5,1,205,27,13,112,0,0,36,0,410,111,167,4,0,0,6,2,1,394,14,581,669,0,2,south chicago,52.025
46,2018,1052,6,69,178,0,43,174,256,3,0,174,30,8,129,0,0,19,0,427,119,138,7,0,0,1,2,5,360,16,484,617,2,0,south chicago,46.93333333
47,2011,91,1,6,45,1,1,33,53,3,0,7,1,2,4,0,0,4,0,35,4,16,1,0,0,0,0,1,29,0,55,63,0,0,burnside,24.84545455
47,2012,85,1,4,43,0,2,26,84,4,0,16,2,5,10,0,0,3,0,40,6,14,0,0,0,0,0,0,26,1,71,93,0,0,burnside,20.40833333
47,2013,79,1,4,39,0,2,22,59,3,0,13,1,0,6,0,0,4,0,24,7,18,1,0,0,0,0,0,30,2,53,102,1,0,burnside,28.06666667
47,2014,74,3,3,58,0,2,13,24,6,0,14,1,1,5,0,0,8,0,31,3,17,0,0,0,0,0,0,17,0,42,80,0,0,burnside,35.75833333
47,2015,69,3,4,20,0,1,24,19,3,0,24,2,1,10,0,0,1,0,35,9,17,0,0,0,1,0,0,33,1,54,57,0,1,burnside,44.00833333
47,2016,86,0,3,15,0,1,17,23,0,0,23,5,1,6,0,0,4,0,38,6,13,0,0,0,0,0,0,33,0,72,53,0,0,burnside,40.1
47,2017,81,1,3,19,0,1,15,26,1,0,18,3,1,26,0,0,2,0,37,1,7,0,0,0,0,0,0,37,0,53,38,0,0,burnside,47.325
47,2018,67,1,2,30,0,3,14,18,3,0,15,2,0,24,0,0,2,0,38,5,24,0,0,0,1,0,0,25,0,49,62,0,0,burnside,93.1
48,2011,303,2,17,108,0,3,164,261,1,0,101,5,0,30,0,0,10,0,107,41,107,3,0,0,3,0,1,119,4,287,543,0,0,calumet heights,52.79090909
48,2012,279,6,6,69,0,2,109,152,1,0,84,8,2,35,0,0,8,0,93,32,122,1,0,0,2,0,1,100,3,248,560,0,0,calumet heights,53.7
48,2013,287,0,15,63,0,1,91,110,0,0,80,12,1,26,0,0,12,0,102,32,77,2,0,0,0,1,1,112,3,183,400,4,0,calumet heights,58.74166667
48,2014,262,1,17,92,0,2,96,76,1,0,92,7,1,22,0,0,18,0,100,30,63,1,0,0,1,0,7,116,2,182,402,0,0,calumet heights,65.28333333
48,2015,259,2,15,72,0,9,68,98,0,0,98,9,2,20,0,0,9,0,120,30,64,3,0,0,2,0,1,113,8,195,285,2,0,calumet heights,80.225
48,2016,253,1,18,31,0,6,88,93,1,0,128,5,2,11,0,0,5,0,115,19,63,2,0,0,1,1,1,126,0,171,273,1,0,calumet heights,79.61666667
48,2017,230,3,8,30,0,5,89,86,0,0,94,6,2,23,0,0,7,0,108,34,69,1,0,0,3,0,0,118,6,197,245,0,0,calumet heights,93.34166667
48,2018,282,1,13,36,0,6,87,66,0,0,99,10,1,47,0,0,9,0,144,21,44,0,0,0,1,0,1,130,3,148,237,0,0,calumet heights,87.0
49,2011,1957,15,68,1263,78,43,649,854,12,0,255,45,9,172,0,0,59,0,640,262,425,8,0,0,1,1,6,541,17,984,1552,3,0,roseland,21.56363636
49,2012,1792,16,57,1087,135,50,369,627,14,0,348,37,22,183,0,0,74,0,638,211,470,6,0,0,0,0,2,405,22,1029,1434,2,0,roseland,24.90833333
49,2013,1578,16,58,997,105,31,307,555,22,0,268,41,10,128,0,0,70,0,602,212,437,6,0,0,7,0,1,418,17,902,1370,1,0,roseland,27.18333333
49,2014,1447,13,59,800,74,48,220,442,18,0,315,36,11,160,0,0,97,0,561,207,333,11,0,1,3,1,3,420,19,866,1213,7,1,roseland,28.175
49,2015,1435,18,64,517,47,40,243,477,11,2,336,36,15,157,0,0,58,0,554,149,267,7,0,0,2,1,4,425,16,793,967,3,0,roseland,33.86666667
49,2016,1498,32,64,377,21,45,262,455,5,1,293,48,24,140,0,0,37,0,606,202,352,5,0,0,2,1,1,521,18,878,990,1,0,roseland,40.43333333
49,2017,1449,36,75,297,52,53,254,406,8,0,342,39,22,187,0,0,44,0,615,188,331,9,1,0,1,3,1,592,11,918,1014,2,2,roseland,53.825
49,2018,1466,22,65,334,69,82,226,300,4,0,290,38,8,229,0,0,45,0,654,221,255,9,0,0,4,1,2,642,27,884,1019,2,6,roseland,56.9
50,2011,253,3,11,47,0,4,65,89,0,0,57,4,1,13,0,0,9,0,129,42,34,0,0,0,3,0,1,85,0,127,211,3,0,pullman,38.05454545
50,2012,258,4,15,81,1,9,75,70,2,0,58,7,1,24,0,1,7,0,114,51,35,2,0,0,0,0,1,76,9,153,207,3,0,pullman,41.64166667
50,2013,240,0,13,49,0,5,47,54,2,0,56,5,2,21,0,0,19,0,90,42,41,1,0,1,2,0,0,86,5,115,251,2,0,pullman,39.475
50,2014,233,1,17,52,0,4,33,44,0,0,73,6,1,19,1,0,16,0,131,39,35,2,0,1,1,1,0,65,7,129,305,7,0,pullman,39.75
50,2015,217,0,15,52,0,4,36,32,0,0,63,3,3,15,0,1,11,0,93,36,20,4,0,0,0,0,0,86,3,117,233,4,0,pullman,42.20833333
50,2016,237,2,14,32,0,4,45,50,1,0,79,8,2,13,0,0,11,0,110,25,40,2,0,0,1,0,0,105,5,160,264,1,1,pullman,63.88333333
50,2017,171,1,18,33,1,10,49,49,0,0,53,4,0,36,1,0,14,1,96,26,29,3,0,0,3,0,0,105,3,110,279,2,0,pullman,59.075
50,2018,232,3,24,28,0,9,41,37,0,0,70,5,2,29,1,0,7,0,108,35,24,1,0,0,1,1,0,135,4,96,310,0,0,pullman,41.56666667
51,2011,477,3,27,198,0,10,124,175,5,0,79,11,5,44,0,0,22,0,210,65,97,0,0,0,0,0,5,183,3,298,468,2,0,south deering,25.3
51,2012,462,10,19,136,1,4,85,162,2,0,63,15,1,45,0,0,18,0,210,75,83,2,0,0,3,0,7,123,2,351,412,2,0,south deering,22.80833333
51,2013,410,4,22,133,0,8,76,167,1,0,79,8,5,26,0,0,17,0,169,78,81,1,0,1,1,0,3,127,7,281,478,3,0,south deering,27.625
51,2014,368,5,26,202,2,14,85,132,3,0,107,12,3,46,0,0,26,0,144,95,83,2,0,0,0,0,0,159,11,254,475,2,0,south deering,22.55
51,2015,361,1,34,103,2,10,60,111,0,0,109,12,3,32,0,2,23,0,178,82,60,0,0,0,2,0,2,142,4,198,390,0,1,south deering,27.16666667
51,2016,353,3,19,58,0,8,80,73,0,0,113,5,5,27,0,0,13,0,186,59,65,3,0,0,3,0,2,158,6,253,397,0,0,south deering,51.675
51,2017,347,7,32,54,0,7,75,64,0,0,100,5,3,52,0,0,8,0,170,40,50,3,0,0,0,1,1,138,2,198,395,1,1,south deering,53.875
51,2018,356,4,20,49,0,18,71,47,0,0,97,12,2,46,2,0,8,0,159,58,55,0,0,0,1,0,0,132,6,168,432,2,2,south deering,65.43333333
52,2011,348,0,31,193,0,4,74,179,0,0,61,7,1,27,0,0,29,0,137,20,20,3,0,0,0,0,0,117,4,354,260,3,0,east side,51.16363636
52,2012,312,0,15,114,0,3,97,135,0,0,58,12,6,14,0,0,29,0,158,30,28,4,0,0,0,0,7,107,6,338,271,2,0,east side,52.03333333
52,2013,257,1,49,145,0,6,74,85,0,0,47,6,3,21,0,0,33,0,102,23,27,3,0,0,0,0,5,97,7,250,261,0,0,east side,61.09166667
52,2014,246,2,19,150,0,7,43,89,0,0,57,5,3,15,0,0,25,0,96,28,18,3,0,0,3,0,2,109,12,227,230,0,0,east side,55.48333333
52,2015,259,1,26,114,0,6,30,62,0,0,62,5,6,24,0,0,25,0,120,25,31,4,0,0,2,0,6,94,6,230,180,0,0,east side,72.68333333
52,2016,295,2,30,46,0,4,51,65,0,0,75,2,4,21,0,0,13,0,120,27,23,1,0,0,0,0,1,100,10,224,218,0,0,east side,84.6
52,2017,263,9,19,38,0,5,45,54,0,0,63,7,6,34,0,0,9,0,101,24,17,2,0,0,0,0,0,105,6,225,185,0,0,east side,82.01666667
52,2018,274,2,15,39,0,7,63,46,0,0,38,8,1,34,0,0,4,0,105,31,29,3,0,0,1,1,0,92,7,156,145,0,0,east side,83.2
53,2011,1133,8,56,730,25,25,396,524,10,0,158,41,17,141,0,0,37,0,464,122,262,5,0,0,5,0,3,343,10,667,726,1,0,west pullman,20.12727273
53,2012,1094,15,35,721,55,28,288,455,6,0,131,31,12,137,0,0,43,0,417,121,201,4,0,0,2,0,6,315,16,759,858,1,0,west pullman,21.13333333
53,2013,1071,19,41,615,70,24,213,432,7,0,118,20,9,124,0,0,43,0,380,101,164,3,0,0,2,0,3,353,13,594,732,3,0,west pullman,22.325
53,2014,914,7,46,438,29,31,139,300,3,0,168,23,7,115,0,0,52,0,339,91,171,4,0,0,2,0,4,291,18,515,663,4,0,west pullman,25.25
53,2015,871,15,46,303,12,36,132,221,0,0,168,17,9,119,0,0,36,0,311,51,145,6,0,0,5,1,1,333,12,554,604,2,3,west pullman,31.20833333
53,2016,861,10,44,163,8,19,160,225,0,0,188,31,18,117,0,0,20,0,343,74,147,4,0,0,3,0,3,340,15,598,494,1,0,west pullman,34.71666667
53,2017,896,10,44,141,14,41,135,190,1,0,184,18,11,136,0,0,23,0,382,94,147,3,0,0,3,1,1,386,13,586,534,2,0,west pullman,50.375
53,2018,845,26,59,160,14,42,118,223,1,0,187,19,5,186,0,0,24,0,376,93,115,3,0,0,2,0,4,424,7,534,580,2,3,west pullman,49.36666667
55,2011,117,1,9,47,0,1,40,72,0,0,27,3,4,8,0,0,11,0,72,18,10,0,0,0,2,0,5,54,1,122,197,1,0,hegewisch,74.31818182
55,2012,152,1,5,40,0,2,26,51,0,0,28,6,0,9,0,0,9,0,55,23,11,0,0,0,1,0,3,52,1,123,143,0,0,hegewisch,69.73333333
55,2013,125,1,8,49,0,2,42,36,0,0,33,4,1,6,0,0,9,0,46,22,9,0,0,0,0,0,3,55,3,103,160,0,0,hegewisch,63.41666667
55,2014,112,0,5,32,0,1,13,36,0,0,44,2,2,7,0,0,10,0,56,20,7,0,0,0,0,0,1,55,1,69,153,0,0,hegewisch,79.475
55,2015,107,0,8,21,0,3,12,21,0,0,54,2,0,2,1,0,7,0,40,8,11,0,0,0,3,1,1,44,1,62,107,0,0,hegewisch,80.83333333
55,2016,143,0,6,8,0,2,17,34,0,0,48,2,0,4,0,0,2,0,57,12,6,0,0,0,1,0,0,41,3,86,112,0,0,hegewisch,104.79166670000001
55,2017,129,1,20,6,0,1,33,44,0,0,43,4,2,9,0,0,2,0,62,15,11,3,0,0,2,0,0,46,1,107,130,2,0,hegewisch,101.9416667
55,2018,133,1,10,12,0,2,12,64,0,0,36,3,6,20,0,0,2,0,54,10,12,0,0,0,0,1,1,52,3,77,110,1,0,hegewisch,91.0
56,2011,307,0,20,227,97,10,101,285,2,0,154,7,4,7,0,0,21,0,125,55,38,2,0,0,2,0,4,164,11,396,518,0,0,garfield ridge,120.62727269999999
56,2012,348,1,16,251,53,8,97,200,3,0,170,13,5,13,0,0,20,0,128,48,51,3,0,0,2,0,8,147,8,323,550,2,0,garfield ridge,127.975
56,2013,273,2,18,221,16,6,86,169,0,0,121,5,6,10,1,0,20,0,115,35,47,4,0,0,0,0,7,119,12,328,490,1,0,garfield ridge,147.575
56,2014,237,1,28,176,67,12,64,130,0,0,139,12,6,10,0,0,30,0,92,49,42,1,0,0,0,0,6,120,4,288,417,1,0,garfield ridge,162.2833333
56,2015,240,4,12,125,28,1,68,112,0,0,173,14,1,16,0,0,23,0,122,35,32,2,0,1,0,0,2,119,6,308,406,0,4,garfield ridge,165.95833330000002
56,2016,275,3,22,60,19,6,105,153,0,0,235,13,5,5,2,0,17,0,123,44,49,1,0,0,0,1,0,115,6,330,506,2,9,garfield ridge,179.33333330000002
56,2017,291,5,18,64,10,3,122,121,0,0,213,6,3,15,1,0,8,0,111,53,57,1,1,0,3,1,1,138,8,262,395,1,14,garfield ridge,177.33333330000002
56,2018,260,2,16,74,100,1,91,115,0,0,208,11,5,19,1,0,10,0,113,36,32,0,0,0,2,1,1,149,7,304,506,3,18,garfield ridge,196.7666667
57,2011,149,0,7,59,50,2,117,140,2,0,38,7,4,12,0,0,8,0,50,14,53,1,0,0,1,0,3,57,3,239,270,0,0,archer heights,91.95454545
57,2012,181,2,14,67,16,1,97,116,1,0,37,4,2,6,0,0,10,0,51,6,67,6,0,0,0,0,2,50,3,203,253,0,0,archer heights,111.18333329999999
57,2013,149,1,7,64,8,1,90,92,0,0,42,3,4,12,0,0,16,0,50,8,52,0,0,0,0,0,5,54,5,179,358,1,0,archer heights,112.86666670000001
57,2014,114,0,17,54,11,3,112,73,0,0,51,9,0,11,0,1,7,0,48,10,33,1,0,0,0,0,0,63,4,174,260,1,0,archer heights,117.99166670000001
57,2015,173,1,10,42,5,2,53,71,0,0,51,6,1,11,0,0,17,0,69,12,43,5,0,0,1,1,1,53,4,143,220,1,0,archer heights,119.54166670000001
57,2016,133,4,4,32,1,1,70,63,0,0,56,5,3,13,1,0,7,0,60,15,25,0,0,0,3,0,0,50,3,114,216,0,0,archer heights,128.7916667
57,2017,134,3,8,19,1,1,51,92,0,0,71,3,0,5,0,1,6,0,51,23,30,3,0,0,0,1,1,46,3,114,181,1,0,archer heights,146.05833330000002
57,2018,140,1,7,24,5,1,41,66,0,0,46,1,3,8,0,0,4,0,53,11,28,1,0,0,0,2,0,37,8,127,199,2,1,archer heights,155.56666669999998
58,2011,629,10,40,239,99,10,468,283,0,0,73,20,9,46,0,0,70,0,185,43,130,7,0,0,6,0,8,223,19,545,550,2,0,brighton park,53.08181818
58,2012,625,7,20,160,27,5,273,291,0,0,88,26,5,37,0,0,45,0,201,56,121,7,0,0,1,3,11,199,14,457,510,3,0,brighton park,54.45833333
58,2013,523,3,17,223,97,11,294,218,0,0,82,6,11,20,0,0,47,0,164,50,86,2,0,0,3,0,12,191,30,344,462,1,0,brighton park,70.24166667
58,2014,564,2,33,322,12,16,163,247,0,0,112,14,10,34,0,0,40,0,159,55,65,7,0,1,1,1,4,189,19,414,428,1,0,brighton park,81.40833333
58,2015,549,5,47,306,63,19,169,140,0,0,114,9,11,40,0,0,22,0,151,35,106,2,0,0,3,1,7,181,11,348,418,0,0,brighton park,89.225
58,2016,534,12,27,157,29,9,153,198,0,0,122,16,11,39,0,0,18,0,203,36,151,2,0,0,3,1,5,173,19,374,339,1,0,brighton park,109.96666670000002
58,2017,477,23,21,98,14,12,91,131,0,0,105,8,12,39,0,0,13,0,182,35,130,4,0,0,3,1,6,174,14,309,312,4,0,brighton park,118.225
58,2018,473,5,27,78,7,13,125,107,0,0,117,16,6,58,0,0,6,0,176,33,93,2,0,0,3,0,2,149,11,301,373,3,0,brighton park,126.56666670000001
59,2011,208,1,18,125,0,3,109,100,0,0,47,4,4,17,0,0,15,0,85,18,30,2,0,0,2,2,1,73,4,243,318,0,0,mckinley park,103.8545455
59,2012,212,3,9,75,1,6,112,83,0,0,43,6,4,17,0,0,9,0,60,17,26,1,0,0,1,0,3,78,3,198,372,0,0,mckinley park,110.33333329999999
